PairIndex,Response,Drug1,Drug2,Conc1,Conc2,ConcUnit
1,137.76218590389763,hsa-miR-124-3p,hsa-miR-363-3p,1.0,2.5,nM
1,165.04937482206884,hsa-miR-124-3p,hsa-miR-363-3p,1.0,1.0,nM
1,92.6973430931106,hsa-miR-124-3p,hsa-miR-363-3p,1.0,0.5,nM
1,94.89188190230124,hsa-miR-124-3p,hsa-miR-363-3p,1.0,0.0,nM
1,41.65100047616188,hsa-miR-124-3p,hsa-miR-363-3p,0.5,5.0,nM
1,69.85546639442035,hsa-miR-124-3p,hsa-miR-363-3p,0.5,2.5,nM
1,77.36245566673237,hsa-miR-124-3p,hsa-miR-363-3p,0.5,1.0,nM
1,78.54503216231029,hsa-miR-124-3p,hsa-miR-363-3p,0.5,0.5,nM
1,88.71482878904179,hsa-miR-124-3p,hsa-miR-363-3p,0.5,0.0,nM
1,23.938837837637173,hsa-miR-124-3p,hsa-miR-363-3p,0.0,5.0,nM
1,21.630440459944506,hsa-miR-124-3p,hsa-miR-363-3p,0.0,2.5,nM
1,3.329957607394867,hsa-miR-124-3p,hsa-miR-363-3p,0.0,1.0,nM
1,6.902091313234673,hsa-miR-124-3p,hsa-miR-363-3p,0.0,0.5,nM
1,0.0,hsa-miR-124-3p,hsa-miR-363-3p,0.0,0.0,nM
1,213.8550343015002,hsa-miR-124-3p,hsa-miR-363-3p,5.0,5.0,nM
1,235.8909048738666,hsa-miR-124-3p,hsa-miR-363-3p,5.0,2.5,nM
1,156.48797809559824,hsa-miR-124-3p,hsa-miR-363-3p,5.0,1.0,nM
1,134.73128331467024,hsa-miR-124-3p,hsa-miR-363-3p,5.0,0.5,nM
1,126.3112198753365,hsa-miR-124-3p,hsa-miR-363-3p,5.0,0.0,nM
1,174.40571484567852,hsa-miR-124-3p,hsa-miR-363-3p,2.5,5.0,nM
1,187.26742605086997,hsa-miR-124-3p,hsa-miR-363-3p,2.5,2.5,nM
1,212.88213054807068,hsa-miR-124-3p,hsa-miR-363-3p,2.5,1.0,nM
1,184.91297118024454,hsa-miR-124-3p,hsa-miR-363-3p,2.5,0.5,nM
1,154.30794079719143,hsa-miR-124-3p,hsa-miR-363-3p,2.5,0.0,nM
1,68.05085323806797,hsa-miR-124-3p,hsa-miR-363-3p,1.0,5.0,nM
1,124.72263581196717,hsa-miR-124-3p,hsa-miR-363-3p,1.0,2.5,nM
1,176.7058107597129,hsa-miR-124-3p,hsa-miR-363-3p,1.0,1.0,nM
1,173.25236714369257,hsa-miR-124-3p,hsa-miR-363-3p,1.0,0.5,nM
1,69.81711988446725,hsa-miR-124-3p,hsa-miR-363-3p,1.0,0.0,nM
1,45.70442456290211,hsa-miR-124-3p,hsa-miR-363-3p,0.5,5.0,nM
1,63.09371583977012,hsa-miR-124-3p,hsa-miR-363-3p,0.5,2.5,nM
1,84.07358118672984,hsa-miR-124-3p,hsa-miR-363-3p,0.5,1.0,nM
1,84.69349906389274,hsa-miR-124-3p,hsa-miR-363-3p,0.5,0.5,nM
1,35.16236460245476,hsa-miR-124-3p,hsa-miR-363-3p,0.5,0.0,nM
1,14.036963135292623,hsa-miR-124-3p,hsa-miR-363-3p,0.0,5.0,nM
1,21.660919683208853,hsa-miR-124-3p,hsa-miR-363-3p,0.0,2.5,nM
1,4.866343178773713,hsa-miR-124-3p,hsa-miR-363-3p,0.0,1.0,nM
1,0.6053043487208692,hsa-miR-124-3p,hsa-miR-363-3p,0.0,0.5,nM
1,4.053133188170605,hsa-miR-124-3p,hsa-miR-363-3p,0.0,0.0,nM
1,185.28045856729503,hsa-miR-124-3p,hsa-miR-363-3p,5.0,5.0,nM
1,205.6798293059295,hsa-miR-124-3p,hsa-miR-363-3p,5.0,2.5,nM
1,160.02841340924311,hsa-miR-124-3p,hsa-miR-363-3p,5.0,1.0,nM
1,176.91664709613974,hsa-miR-124-3p,hsa-miR-363-3p,5.0,0.5,nM
1,84.18544254117181,hsa-miR-124-3p,hsa-miR-363-3p,5.0,0.0,nM
1,171.24612220266835,hsa-miR-124-3p,hsa-miR-363-3p,2.5,5.0,nM
1,212.418255873774,hsa-miR-124-3p,hsa-miR-363-3p,2.5,2.5,nM
1,145.52563482859975,hsa-miR-124-3p,hsa-miR-363-3p,2.5,1.0,nM
1,105.26496018618899,hsa-miR-124-3p,hsa-miR-363-3p,2.5,0.5,nM
1,112.33808509634147,hsa-miR-124-3p,hsa-miR-363-3p,2.5,0.0,nM
1,49.40616530428447,hsa-miR-124-3p,hsa-miR-363-3p,1.0,5.0,nM
1,132.325005080956,hsa-miR-124-3p,hsa-miR-363-3p,1.0,2.5,nM
1,174.11603197157635,hsa-miR-124-3p,hsa-miR-363-3p,1.0,1.0,nM
1,84.27886005794612,hsa-miR-124-3p,hsa-miR-363-3p,1.0,0.5,nM
1,74.92745228471087,hsa-miR-124-3p,hsa-miR-363-3p,1.0,0.0,nM
1,39.29220383584064,hsa-miR-124-3p,hsa-miR-363-3p,0.5,5.0,nM
1,57.87878152401587,hsa-miR-124-3p,hsa-miR-363-3p,0.5,2.5,nM
1,72.0497794315868,hsa-miR-124-3p,hsa-miR-363-3p,0.5,1.0,nM
1,87.89062196415323,hsa-miR-124-3p,hsa-miR-363-3p,0.5,0.5,nM
1,34.73683643811113,hsa-miR-124-3p,hsa-miR-363-3p,0.5,0.0,nM
1,16.67128848050782,hsa-miR-124-3p,hsa-miR-363-3p,0.0,5.0,nM
1,17.689068765512868,hsa-miR-124-3p,hsa-miR-363-3p,0.0,2.5,nM
1,5.093122493523491,hsa-miR-124-3p,hsa-miR-363-3p,0.0,1.0,nM
1,0.6856079843060651,hsa-miR-124-3p,hsa-miR-363-3p,0.0,0.5,nM
1,0.0,hsa-miR-124-3p,hsa-miR-363-3p,0.0,0.0,nM
1,151.90671638340308,hsa-miR-124-3p,hsa-miR-363-3p,5.0,5.0,nM
1,165.2957268346072,hsa-miR-124-3p,hsa-miR-363-3p,5.0,2.5,nM
1,161.52555980281937,hsa-miR-124-3p,hsa-miR-363-3p,5.0,1.0,nM
1,202.32138361085276,hsa-miR-124-3p,hsa-miR-363-3p,5.0,0.5,nM
1,67.52470021925502,hsa-miR-124-3p,hsa-miR-363-3p,5.0,0.0,nM
1,165.50599005743425,hsa-miR-124-3p,hsa-miR-363-3p,2.5,5.0,nM
1,211.62249632393213,hsa-miR-124-3p,hsa-miR-363-3p,2.5,2.5,nM
1,155.86022766590415,hsa-miR-124-3p,hsa-miR-363-3p,2.5,1.0,nM
1,184.7415581126553,hsa-miR-124-3p,hsa-miR-363-3p,2.5,0.5,nM
1,102.46856526176985,hsa-miR-124-3p,hsa-miR-363-3p,2.5,0.0,nM
1,83.10243150825742,hsa-miR-124-3p,hsa-miR-363-3p,1.0,5.0,nM
1,109.90426267567724,hsa-miR-124-3p,hsa-miR-363-3p,1.0,2.5,nM
1,127.79865807187305,hsa-miR-124-3p,hsa-miR-363-3p,1.0,1.0,nM
1,133.4862027025519,hsa-miR-124-3p,hsa-miR-363-3p,1.0,0.5,nM
1,70.44747537597881,hsa-miR-124-3p,hsa-miR-363-3p,1.0,0.0,nM
1,60.508278821329355,hsa-miR-124-3p,hsa-miR-363-3p,0.5,5.0,nM
1,26.14815603087224,hsa-miR-124-3p,hsa-miR-363-3p,0.5,2.5,nM
1,66.48849346366111,hsa-miR-124-3p,hsa-miR-363-3p,0.5,1.0,nM
1,39.59142123619475,hsa-miR-124-3p,hsa-miR-363-3p,0.5,0.5,nM
1,33.440783449764396,hsa-miR-124-3p,hsa-miR-363-3p,0.5,0.0,nM
1,11.635710934178208,hsa-miR-124-3p,hsa-miR-363-3p,0.0,5.0,nM
1,11.278972032186582,hsa-miR-124-3p,hsa-miR-363-3p,0.0,2.5,nM
1,0.4597022336190784,hsa-miR-124-3p,hsa-miR-363-3p,0.0,1.0,nM
1,9.26640547448531,hsa-miR-124-3p,hsa-miR-363-3p,0.0,0.5,nM
1,0.0,hsa-miR-124-3p,hsa-miR-363-3p,0.0,0.0,nM
2,132.06486791974947,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,5.0,nM
2,180.1724040747516,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,2.5,nM
2,139.41155375573922,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,1.0,nM
2,198.5040519851316,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,0.5,nM
2,138.90927768579724,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,0.0,nM
2,109.93150706874127,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,5.0,nM
2,198.63410174500973,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,2.5,nM
2,164.26600235887057,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,1.0,nM
2,104.29785883547072,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,0.5,nM
2,89.99003015336159,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,0.0,nM
2,40.47470101845932,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,5.0,nM
2,157.12325740464973,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,2.5,nM
2,143.1275135124904,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,1.0,nM
2,193.48925704996543,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,0.5,nM
2,68.83261395843988,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,0.0,nM
2,57.43159655371254,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,5.0,nM
2,119.41455892688826,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,2.5,nM
2,133.3466286556559,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,1.0,nM
2,109.12114640785504,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,0.5,nM
2,30.889670060988482,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,0.0,nM
2,43.382707160479164,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,5.0,nM
2,43.15957917698658,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,2.5,nM
2,47.139049878619936,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,1.0,nM
2,41.00118608498046,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,0.5,nM
2,6.389093608068155,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,0.0,nM
2,61.82809233089639,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,5.0,nM
2,85.28515539829365,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,2.5,nM
2,97.77332645483818,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,1.0,nM
2,75.08937544200249,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,0.5,nM
2,129.66627240174216,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,0.0,nM
2,157.60795684259756,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,5.0,nM
2,93.48909600299248,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,2.5,nM
2,157.14710274677387,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,1.0,nM
2,149.97755126415208,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,0.5,nM
2,128.8708388903919,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,0.0,nM
2,66.46688587641772,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,5.0,nM
2,114.6074106855567,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,2.5,nM
2,114.98341207520161,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,1.0,nM
2,136.21991445565766,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,0.5,nM
2,112.10373634691817,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,0.0,nM
2,76.98640488209914,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,5.0,nM
2,82.36248185992007,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,2.5,nM
2,86.11681582011863,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,1.0,nM
2,98.27144647386527,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,0.5,nM
2,15.099758988875756,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,0.0,nM
2,66.96627002759807,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,5.0,nM
2,82.65927584587888,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,2.5,nM
2,57.572503996605754,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,1.0,nM
2,56.88107565940033,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,0.5,nM
2,0.11564904345803935,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,0.0,nM
2,118.51238417454083,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,5.0,nM
2,111.26982473084765,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,2.5,nM
2,102.08495220896445,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,1.0,nM
2,109.14554589010116,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,0.5,nM
2,146.4848233921663,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,0.0,nM
2,101.20849302165283,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,5.0,nM
2,81.59331805372757,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,2.5,nM
2,143.77104336290185,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,1.0,nM
2,112.1696270707978,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,0.5,nM
2,111.29699491370367,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,0.0,nM
2,73.09973533401929,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,5.0,nM
2,91.1436459860592,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,2.5,nM
2,175.13232649651988,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,1.0,nM
2,157.95325540610872,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,0.5,nM
2,71.7004795753735,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,0.0,nM
2,79.68096317588233,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,5.0,nM
2,79.26672611782053,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,2.5,nM
2,105.06891018145369,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,1.0,nM
2,133.65376081826545,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,0.5,nM
2,65.76901566029423,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,0.0,nM
2,25.199707337821323,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,5.0,nM
2,54.0412114355057,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,2.5,nM
2,35.75337522852003,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,1.0,nM
2,34.40395744709516,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,0.5,nM
2,5.400481655130651,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,0.0,nM
2,113.65512088592737,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,5.0,nM
2,94.4530400620623,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,2.5,nM
2,101.81550157464974,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,1.0,nM
2,94.81861669066237,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,0.5,nM
2,139.9817119906242,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,0.0,nM
2,89.98914699254216,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,5.0,nM
2,117.13170942686031,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,2.5,nM
2,127.25676725008327,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,1.0,nM
2,125.98910245352987,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,0.5,nM
2,130.82617426144853,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,0.0,nM
2,37.324518326253695,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,5.0,nM
2,54.93775820223921,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,2.5,nM
2,160.74600040275595,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,1.0,nM
2,146.6310124830972,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,0.5,nM
2,97.37244071034046,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,0.0,nM
2,90.69100009079239,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,5.0,nM
2,84.6024894017671,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,2.5,nM
2,144.6673650102108,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,1.0,nM
2,143.25290503196806,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,0.5,nM
2,48.43921845670347,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,0.0,nM
2,39.147570060065505,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,5.0,nM
2,45.62435980581336,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,2.5,nM
2,47.32769995639783,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,1.0,nM
2,53.101753443076056,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,0.5,nM
2,0.21054900272354612,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,0.0,nM
2,59.858089563485976,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,5.0,nM
2,72.21279943502644,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,2.5,nM
2,62.589809879199706,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,1.0,nM
2,99.00322313870265,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,0.5,nM
2,94.94932449193533,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,0.0,nM
2,87.58821369589522,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,5.0,nM
2,137.71439573089063,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,2.5,nM
2,178.02337941418278,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,1.0,nM
2,122.19345042048587,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,0.5,nM
2,137.81332705954358,hsa-miR-124-3p,hsa-miR-34b-5p,2.5,0.0,nM
2,69.37819954229064,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,5.0,nM
2,119.26031748730979,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,2.5,nM
2,156.4811994889373,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,1.0,nM
2,174.05088741471067,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,0.5,nM
2,107.99153176919086,hsa-miR-124-3p,hsa-miR-34b-5p,1.0,0.0,nM
2,56.183136175761604,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,5.0,nM
2,85.04460663471622,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,2.5,nM
2,70.89723615167901,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,1.0,nM
2,91.26332293552889,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,0.5,nM
2,19.575254367199946,hsa-miR-124-3p,hsa-miR-34b-5p,0.5,0.0,nM
2,53.03842561726058,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,5.0,nM
2,66.79159467102146,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,2.5,nM
2,45.33610304110887,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,1.0,nM
2,39.37530433332207,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,0.5,nM
2,0.0,hsa-miR-124-3p,hsa-miR-34b-5p,0.0,0.0,nM
2,105.6337348176646,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,5.0,nM
2,112.13582452335679,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,2.5,nM
2,95.44867400935807,hsa-miR-124-3p,hsa-miR-34b-5p,5.0,1.0,nM
