combination,ci,log2_ci,neglog10_p_nl,same_family,dual_positive,nl_synergy,cbca_improvement
hsa-miR-19a-3p + hsa-miR-449b-5p,0.3637637300384888,-1.458926392200849,0.7802813112798214,False,False,0.18235298228445163,0.10601503469465931
hsa-miR-449a + hsa-miR-92a-3p,0.9816570283352878,-0.02670903159697809,0.04474626030379826,False,False,0.00602606647511067,-0.08994386032291082
hsa-miR-200a-3p + hsa-miR-429,0.9717163566048346,-0.04139284138344727,0.07024135889351014,False,False,0.006412964413579719,-0.06011070381454289
hsa-miR-18b-5p + hsa-miR-429,0.7052292461343933,-0.5038357898575194,1.3996962684102427,False,False,0.1385530387265232,-0.0013485438034567532
hsa-miR-27b-3p + hsa-miR-363-3p,1.3683227240612574,0.4524085354084415,0.3669895985033492,False,False,-0.04092322795546184,-0.27501349622237614
hsa-miR-106b-5p + hsa-miR-211-5p,1.0578346905543072,0.08111419290446387,0.21786947191187123,False,False,-0.0054560255818015685,-0.33685222505871304
hsa-miR-200a-3p + hsa-miR-204-5p,1.4833518479440018,0.5688608426187536,0.9581052313442028,False,False,-0.06132446645464948,-0.2521140633401274
hsa-miR-18b-5p + hsa-miR-204-5p,1.5508493817924873,0.6330585788997386,1.0496880129362083,False,False,-0.1177403228818382,-0.24392545864948248
hsa-miR-200b-3p + hsa-miR-20b-5p,0.7680943062158117,-0.3806446397258955,1.3959205496429274,False,False,0.0837295162344931,-0.03748223180779467
hsa-miR-18a-5p + hsa-miR-20a-5p,1.2444677181975445,0.3155288069357722,0.6902345094307488,False,False,-0.07205944547512394,-0.11749324764591249
hsa-miR-124-3p + hsa-miR-17-5p,0.6055617419509574,-0.7236540329605647,1.1955396828384772,False,False,0.5189762024706731,0.11848151679700968
hsa-miR-34a-5p + hsa-miR-506-3p,1.1825079628004078,0.24184989845175814,0.17771980410487276,False,False,-0.1723959488870811,0.18827378970625885
hsa-miR-200a-3p + hsa-miR-449b-5p,0.9120169674336803,-0.1328674299219944,0.10363223055093052,False,False,0.018155598954540997,0.15515454643330126
hsa-miR-18b-5p + hsa-miR-449b-5p,1.513584214282406,0.5979689474796602,0.9113066771235504,False,False,-0.11247786244078992,0.16757682994817127
hsa-miR-34b-5p + hsa-miR-449a,1.0013173470055674,0.0018992792616251667,0.0018255415092366572,False,False,-0.0007122732959702338,0.1634870030146892
hsa-miR-196a-5p + hsa-miR-429,0.8722611741338712,-0.19716792065141758,0.2548170282665274,False,False,0.03273890375619809,0.04048716072252684
hsa-miR-10b-5p + hsa-miR-429,0.8277765848854363,-0.2726866549050902,0.6461191453733187,False,False,0.04583972985328835,-0.02797432162673119
hsa-miR-27a-3p + hsa-miR-363-3p,0.9383662663541328,-0.09177694452005965,0.09706766560524362,False,False,0.009985642157142816,-0.14992573343798807
hsa-miR-103a-3p + hsa-miR-211-5p,3.89047861159745,1.9599476482973024,2.5711230182853764,False,False,-0.22208559182160115,-0.2020213783974311
hsa-miR-196a-5p + hsa-miR-204-5p,3.7252124883718967,1.8973227201190002,1.1748873167126732,False,False,-0.1635449262119768,-0.32483385648485763
hsa-miR-10b-5p + hsa-miR-204-5p,1.0361695356476723,0.051260072742208417,0.046027286521074434,False,False,-0.0018913713010818914,-0.4011516624128064
hsa-miR-200b-3p + hsa-miR-20a-5p,0.7409777479182181,-0.43249787685027297,1.2803009639601584,False,False,0.09694236826150482,-0.08291583347712947
hsa-miR-18a-5p + hsa-miR-19b-3p,1.776904670644827,0.8293662841369309,1.4418261878918137,False,False,-0.16038237324922014,-0.2442796685983454
hsa-miR-107 + hsa-miR-17-5p,0.9638073087377309,-0.0531833535317057,0.027101556890780636,False,False,0.014277492412979154,0.12533305301164066
hsa-miR-449b-5p + hsa-miR-506-3p,2.521962571262408,1.334546864621404,1.1258461679000504,False,False,-0.6740849764374042,0.1923012045419713
hsa-miR-27b-3p + hsa-miR-506-3p,1.1430600110831328,0.1929011475762875,0.20492623790481418,False,False,-0.1397972200736951,0.18989445498793597
hsa-miR-196a-5p + hsa-miR-449b-5p,1.5075267054876225,0.5921835593613795,0.6073834252152693,False,False,-0.07526301984854547,0.18169241204605702
hsa-miR-10b-5p + hsa-miR-449b-5p,0.6140316687602497,-0.7036150301955696,0.8163261043845973,False,False,0.06553521721170255,0.18312613705135292
hsa-miR-34a-5p + hsa-miR-449a,0.8292118489574445,-0.27018736301551766,0.4425932670041118,True,False,0.07837122870421276,0.11985996415657738
hsa-miR-137 + hsa-miR-429,1.5333180626316616,0.6166569923559215,1.2822806533180193,False,False,-0.08828312561948337,0.18866260569488205
hsa-miR-10a-5p + hsa-miR-429,1.0389584124285776,0.055137907000694944,0.07984944658866641,False,False,-0.008261636393453342,0.0031187459281943886
hsa-miR-25-3p + hsa-miR-363-3p,1.17209512985328,0.2290896668573691,0.5661049269594418,True,False,-0.043510400675766614,-0.11886766199881368
hsa-miR-211-5p + hsa-miR-93-5p,0.9247560575981755,-0.112855249158828,0.20146493283086458,False,False,0.009874710609599935,-0.23026282534889184
hsa-miR-137 + hsa-miR-204-5p,0.34921404331048655,-1.5178165181450423,1.3959760402761767,False,False,0.4730097929964231,0.09223487636417675
hsa-miR-10a-5p + hsa-miR-204-5p,2.1584155301376495,1.1099726338528426,1.7085236209992045,False,False,-0.03625373705661209,-0.48271879844011556
hsa-miR-19b-3p + hsa-miR-200b-3p,1.1863216735144337,0.24649525259950966,0.8129307440649917,False,False,-0.043555462287316604,-0.02722647576734874
hsa-miR-18a-5p + hsa-miR-19a-3p,1.6383436212901026,0.7122379752572799,1.1738632626607088,False,False,-0.14292314380628862,-0.18297824419793476
hsa-miR-106b-5p + hsa-miR-17-5p,0.9786567163347932,-0.031125200830997395,0.04979334507713424,True,False,0.00202623533139748,-0.4574563821772013
hsa-miR-449a + hsa-miR-506-3p,0.9189107812269655,-0.12200330054369758,0.11287839622168334,False,False,0.09856871208749518,0.18420382004343466
hsa-miR-27a-3p + hsa-miR-506-3p,1.2231211760784422,0.29056734046982724,0.367991442925113,False,False,-0.2037607909730128,0.1704735852331003
hsa-miR-137 + hsa-miR-449b-5p,0.28335882672338886,-1.819297951300979,1.4641326196765252,False,True,0.641931474684571,0.154257993838809
hsa-miR-10a-5p + hsa-miR-449b-5p,0.6431267266312278,-0.6368250496073397,1.0834089015354342,False,False,0.05785372245798159,0.18211816016752688
hsa-miR-27b-3p + hsa-miR-449a,0.5475440321083627,-0.8689531076163822,1.7804243659371646,False,True,0.2664902194573307,0.09656105092431919
hsa-miR-124-3p + hsa-miR-429,2.61925152541417,1.3891546076242847,1.4792213607642022,False,False,-0.4925654553742583,0.12451736619870508
hsa-miR-20b-5p + hsa-miR-363-3p,2.8949306047751153,1.5335287653658938,1.3053925953613135,False,False,-0.1278424907487289,-0.4022740535802607
hsa-miR-211-5p + hsa-miR-92a-3p,1.687058108846373,0.7545096665126774,2.0219384703698413,False,False,-0.040641451928581304,-0.26435025464326156
hsa-miR-124-3p + hsa-miR-204-5p,0.6576829703577978,-0.6045357803979519,1.4365584582970603,False,True,0.41470450160531425,0.09436244172007481
hsa-miR-19a-3p + hsa-miR-200b-3p,1.1155927723766441,0.15781049267879946,0.2420595999217666,False,False,-0.028734702437546222,0.013981254265606147
hsa-miR-18b-5p + hsa-miR-200b-3p,0.9618982819781645,-0.05604375374495055,0.11904993681933708,False,False,0.013130382779837413,0.026766930418988533
hsa-miR-200a-3p + hsa-miR-20a-5p,1.1799231453131367,0.23869289222562332,0.4146183439479254,False,False,-0.028697752536535837,-0.3147875450969251
hsa-miR-196a-5p + hsa-miR-25-3p,1.4186719937776069,0.5045410674455589,1.3029048860660726,False,False,-0.08745391961029272,-0.2306410804453992
hsa-miR-137 + hsa-miR-27a-3p,0.5601264862812537,-0.8361754453502437,1.065167234940079,False,False,0.19932664769180541,0.12910373844762058
hsa-miR-124-3p + hsa-miR-27a-3p,0.7138347638562781,-0.48633793233232653,1.139453472883939,False,False,0.31940817009290756,0.17109885517763662
hsa-miR-107 + hsa-miR-25-3p,1.202398323796695,0.2659149031793893,0.14843355422931315,False,False,-0.0639999779818427,0.012302556822974403
hsa-miR-106b-5p + hsa-miR-20a-5p,0.5861084506537232,-0.7707604562739628,0.5531010560091533,True,False,0.06610109024102509,-0.2438674283408567
hsa-miR-103a-3p + hsa-miR-18b-5p,1.0946198910314904,0.13042997802178347,0.2164824112409645,False,False,-0.028653724781780965,-0.009625855712469156
hsa-miR-34b-5p + hsa-miR-92a-3p,1.7893953376199365,0.8394721624676241,0.9225470349680969,False,False,-0.23883967382700916,0.07350813662719297
hsa-miR-20a-5p + hsa-miR-34b-5p,0.9964696593666824,-0.005102216514057544,0.0055787974670442565,False,False,0.0019180977919679432,0.1318439866949524
hsa-miR-27a-3p + hsa-miR-27b-3p,0.9702643795708369,-0.0435501856019055,0.045316384484060813,True,False,0.0036059225579133797,-0.2770718165100996
hsa-miR-18b-5p + hsa-miR-20a-5p,1.4771041847289499,0.5627715874370733,0.9555837682716721,False,False,-0.10706908090146394,-0.3631434430454198
hsa-miR-10b-5p + hsa-miR-200b-3p,1.049970498223204,0.07034879201994672,0.31735610405748477,False,False,-0.013198309218571902,0.07855460077203316
hsa-miR-19b-3p + hsa-miR-200a-3p,1.7620957943063336,0.8172923568429062,1.2453343925769138,False,False,-0.08139441803618087,-0.3022546907046104
hsa-miR-196a-5p + hsa-miR-20b-5p,2.6948708245764137,1.430216120766489,1.0751405778309089,False,False,-0.14060035141787514,-0.42683353630758003
hsa-miR-137 + hsa-miR-25-3p,0.5848062073796223,-0.7739694701423782,1.1734427855694713,False,False,0.21039055626774145,0.08574744728204318
hsa-miR-124-3p + hsa-miR-25-3p,0.7580218043507375,-0.3996887470500365,0.5824346363695225,False,False,0.25434392974098785,-0.03123247805933521
hsa-miR-107 + hsa-miR-20b-5p,1.219919372440786,0.2867857995719924,0.159941930171055,False,False,-0.06854150477249149,-0.018128900756856747
hsa-miR-106b-5p + hsa-miR-19b-3p,1.3699408002498927,0.454113550827232,0.7626444197696305,False,False,-0.025089352875081433,-0.4559336420664919
hsa-miR-103a-3p + hsa-miR-10b-5p,1.2979683282576275,0.376255180545737,0.7929720139787926,False,False,-0.06862141431927263,-0.012057813799113026
hsa-miR-34a-5p + hsa-miR-92a-3p,2.2406588642210647,1.1639230181658287,1.0805434233083357,False,False,-0.21068861091738084,-0.16666319302263824
hsa-miR-19b-3p + hsa-miR-34b-5p,0.6360939885614948,-0.6526881425644383,1.0747264451183172,False,False,0.30973205387516856,0.12344726172095512
hsa-miR-25-3p + hsa-miR-27b-3p,1.9067382970493896,0.9311068449836309,2.265213658130803,False,False,-0.14092181667501777,-0.11300201011186059
hsa-miR-20b-5p + hsa-miR-25-3p,2.6378916903762026,1.3993853299552668,1.6433320653386216,False,False,-0.18399905116519066,-0.1965029896350193
hsa-miR-10b-5p + hsa-miR-20a-5p,1.4634295579640997,0.5493533034359618,0.4224276764096281,False,False,-0.02964230380195139,-0.4705120816540804
hsa-miR-10a-5p + hsa-miR-200b-3p,1.1450852334367934,0.19545498808644382,0.7897714996151448,False,False,-0.03513719709342619,-0.013851404587336164
hsa-miR-19a-3p + hsa-miR-200a-3p,1.7557599337485643,0.8120955976824014,1.1928992216690901,False,False,-0.08100900576888467,-0.33371784273420224
hsa-miR-196a-5p + hsa-miR-20a-5p,3.185271232066218,1.6714162260125618,1.1343770157456845,False,False,-0.15337221306808307,-0.4926971410614934
hsa-miR-137 + hsa-miR-20b-5p,0.7396374433042254,-0.43510983350116833,0.4743778516613602,False,False,0.08934768378982866,0.12877757054474187
hsa-miR-124-3p + hsa-miR-20b-5p,0.7656560385389217,-0.3852316700222258,0.7094635788340109,False,False,0.24386355264670712,0.001986707603197274
hsa-miR-107 + hsa-miR-20a-5p,1.5331770235283269,0.6165242829209615,0.32798808925378614,False,False,-0.1322209882624322,-0.2856470457824024
hsa-miR-106b-5p + hsa-miR-19a-3p,2.792224278048,1.481414826874405,1.957453217194055,False,False,-0.059634981044676,-0.6238186466627467
hsa-miR-103a-3p + hsa-miR-10a-5p,1.4953070991626294,0.5804418087980028,1.3163839742675243,False,False,-0.0990142753438413,0.027537752925785502
hsa-miR-27b-3p + hsa-miR-92a-3p,1.4248308183477736,0.5107906266312392,0.3715297527987034,False,False,-0.03508182620895907,-0.3588563038249426
hsa-miR-19a-3p + hsa-miR-34b-5p,0.5735966560637012,-0.801891481402596,1.044550949954421,False,False,0.40246878704592715,0.10817524231574537
hsa-miR-20b-5p + hsa-miR-27b-3p,1.2435275608759548,0.31443848302601235,0.25727763091283273,False,False,-0.0382483561546717,-0.27299924123199226
hsa-miR-20a-5p + hsa-miR-25-3p,2.559514965752157,1.3558704419430068,2.686204998078533,False,False,-0.18055904008902557,-0.19145236474900648
hsa-miR-10a-5p + hsa-miR-20a-5p,0.8546591391702616,-0.2265789453903507,0.335935040237607,False,False,0.01591823213071987,-0.3061698010292425
hsa-miR-18b-5p + hsa-miR-200a-3p,1.9100786909296172,0.933632075263831,1.4993917062832867,False,False,-0.15793910165805744,-0.15378364183242163
hsa-miR-196a-5p + hsa-miR-19b-3p,2.7694720046497445,1.4696109550178913,1.1033758824429707,False,False,-0.14283494486203435,-0.48690872237209126
hsa-miR-137 + hsa-miR-20a-5p,0.5164652383364594,-0.9532568458305248,1.7624717735968531,False,True,0.23763492294693295,0.03073585732080003
hsa-miR-124-3p + hsa-miR-20a-5p,0.9556403883155298,-0.06546026705459268,0.11058025995219473,False,False,0.03698452803146057,-0.25477111433021193
hsa-miR-107 + hsa-miR-19b-3p,1.6914796282488649,0.7582858017837958,0.396490414443303,False,False,-0.1554296587335076,-0.2612287627963127
hsa-miR-106b-5p + hsa-miR-18b-5p,1.7471007257389846,0.8049627864659317,1.1133532520562626,False,False,-0.141750040455447,-0.29251611966023217
hsa-miR-27a-3p + hsa-miR-92a-3p,1.6988837706210889,0.7645871537084331,1.750429139067115,False,False,-0.04355732697363975,-0.4245872500698096
hsa-miR-18b-5p + hsa-miR-34b-5p,1.1324857334784466,0.1794928759937727,0.2004539008557826,False,False,-0.06333657703102463,0.15623394354211617
hsa-miR-20a-5p + hsa-miR-27b-3p,1.7713853406285873,0.8248780847844392,0.986858430444169,False,False,-0.0512374861383893,-0.5438992078178408
hsa-miR-19b-3p + hsa-miR-25-3p,5.632821459104296,2.493857743875174,2.4185099821788767,False,False,-0.24372885118283646,-0.400716435641558
hsa-miR-196a-5p + hsa-miR-200a-3p,1.5945425270290678,0.673142575304675,0.6973697729433811,False,False,-0.08335555992785973,-0.29028697112640656
hsa-miR-10b-5p + hsa-miR-200a-3p,1.3549780602447834,0.438269491702907,0.7842803857904835,False,False,-0.049304189139521615,-0.2589770474182942
hsa-miR-196a-5p + hsa-miR-19a-3p,4.696614340333404,2.2316211324222643,1.243013227303477,False,False,-0.17595718243554279,-0.5802921653454405
hsa-miR-137 + hsa-miR-19b-3p,0.45799700661304216,-1.126589925732462,1.4959971386549595,False,True,0.30037425400184037,0.0876516115120725
hsa-miR-124-3p + hsa-miR-19b-3p,1.1690338242464111,0.22531667269814298,0.3455924074456683,False,False,-0.11520554462992472,-0.29657885431194453
hsa-miR-107 + hsa-miR-19a-3p,1.200901175583382,0.26411743383960606,0.14934433455683865,False,False,-0.06360576543793489,-0.14738952490142573
hsa-miR-106b-5p + hsa-miR-10b-5p,1.332930260181623,0.4146012996150655,0.3703231002213059,False,False,-0.02320624489772273,-0.4985230187352292
hsa-miR-92a-3p + hsa-miR-93-5p,2.6366722484473195,1.3987182481357263,1.7996742273073594,False,False,-0.07533305673725024,-0.46892893775851774
hsa-miR-25-3p + hsa-miR-92a-3p,2.2188419875177385,1.14980693119357,2.6319126399168744,True,False,-0.16278275518588511,-0.2747375499338115
hsa-miR-10b-5p + hsa-miR-34b-5p,0.8350201050952021,-0.26011716056779416,0.4079224381945967,False,False,0.10696761290302237,0.1653511614348926
hsa-miR-19b-3p + hsa-miR-27b-3p,1.6710223836156994,0.7407310586624657,0.4992737688354911,False,False,-0.04724808585954553,-0.457044098589787
hsa-miR-19a-3p + hsa-miR-25-3p,5.09210210040237,2.348261346628789,2.4217850941883805,False,False,-0.23814239761771513,-0.42083342679042146
hsa-miR-19a-3p + hsa-miR-19b-3p,1.526920437815655,0.6106248905832062,0.36436285048744443,True,False,-0.028826760042922485,-0.5689087637383664
hsa-miR-137 + hsa-miR-200a-3p,0.6073129421488616,-0.7194879808038894,1.7004482785448622,False,True,0.16411856519106144,0.08846530592020671
hsa-miR-10a-5p + hsa-miR-200a-3p,1.091658600579744,0.1265217461305248,0.23541423125225905,False,False,-0.015801595986656203,-0.1509656749014606
hsa-miR-18b-5p + hsa-miR-196a-5p,1.2603541200643853,0.33382914283819115,0.7227104336544603,False,False,-0.0684752847058745,-0.11142009797659039
hsa-miR-137 + hsa-miR-19a-3p,0.6045084919940793,-0.726165488627698,0.9683409726815349,False,False,0.16605746979887764,0.11182514485516414
hsa-miR-124-3p + hsa-miR-19a-3p,1.0614784363948455,0.08607506363875937,0.14898113508820623,False,False,-0.04614646931828181,-0.21285384582074182
hsa-miR-107 + hsa-miR-18b-5p,1.1715081439740829,0.22836698342015532,0.1270417260843382,False,False,-0.05566224394534269,0.06777463723878718
hsa-miR-106b-5p + hsa-miR-10a-5p,1.1527453325337094,0.20507382428889623,1.2006009815680254,False,False,-0.012311007735754734,-0.42218533498767796
hsa-miR-34b-5p + hsa-miR-93-5p,1.000809548318963,0.0011674588516862887,0.0013125933658599653,False,False,-0.0004379348924831161,0.15675518150766082
hsa-miR-20b-5p + hsa-miR-92a-3p,2.980865321830647,1.5757311945453552,1.3892576613090155,False,False,-0.12978743971371695,-0.3921634235881779
hsa-miR-10a-5p + hsa-miR-34b-5p,0.9139344912963848,-0.12983733493099284,0.17875234268257326,False,False,0.05098380991370899,0.16605275691353386
hsa-miR-19a-3p + hsa-miR-27b-3p,1.2466752941390316,0.3180857534306818,0.2201142299875875,False,False,-0.02328100802708097,-0.3090566863555345
hsa-miR-18b-5p + hsa-miR-25-3p,1.1539009417232873,0.20651937907993653,0.37625767298882495,False,False,-0.044211446761454554,-0.16092404803409352
hsa-miR-18b-5p + hsa-miR-19b-3p,2.983735045785808,1.5771194306661738,2.018791514247168,False,False,-0.2203867029897687,-0.393117561058701
hsa-miR-124-3p + hsa-miR-200a-3p,0.7322590029294254,-0.44957406912237174,0.783841768370757,False,False,0.29132449192980825,-0.013239856270261835
hsa-miR-10b-5p + hsa-miR-196a-5p,1.330336167180923,0.4117908513228491,0.4600024495244183,False,False,-0.055511438580758826,-0.08901814340130385
hsa-miR-137 + hsa-miR-18b-5p,1.4459540891612792,0.5320217456563464,0.9740848800292211,False,False,-0.10223453454972978,0.17277566902784539
hsa-miR-124-3p + hsa-miR-18b-5p,1.1391520990873307,0.18796038791441083,0.32779352293125025,False,False,-0.09732734771259532,0.08474261894714082
hsa-miR-107 + hsa-miR-10b-5p,1.1373083049339294,0.1856233973315787,0.10277846053088772,False,False,-0.045902873240107445,0.12638592590204656
hsa-miR-34a-5p + hsa-miR-93-5p,1.8790329412473572,0.9099903588056685,0.9800805049961421,False,False,-0.17800621864553148,-0.035445762062272734
hsa-miR-20a-5p + hsa-miR-92a-3p,0.8460493546003567,-0.2411862689413169,0.2468969937787742,False,False,0.01703279274424703,-0.1907775481193322
hsa-miR-18b-5p + hsa-miR-27b-3p,1.2649120186230853,0.33903704127499845,0.4788658000139249,False,False,-0.06942299091951099,-0.18204202485987417
hsa-miR-10b-5p + hsa-miR-25-3p,1.3709039790964588,0.4551275253602682,1.5328011690617478,False,False,-0.08017552625471652,-0.07883004869169422
hsa-miR-10b-5p + hsa-miR-19b-3p,1.0261773535286105,0.03728009248909239,0.02229155011041802,False,False,-0.0021309365049263784,-0.36119397897860206
hsa-miR-107 + hsa-miR-200a-3p,1.1882922455466247,0.2488896924942076,0.1411635184688796,False,False,-0.06024630928453706,-0.07937052082154208
hsa-miR-137 + hsa-miR-196a-5p,0.5231818300643682,-0.9346156575131791,1.021091131090538,False,False,0.23132565660285054,0.14481093324958116
hsa-miR-10a-5p + hsa-miR-196a-5p,1.9673206743583596,0.9762321368739884,0.8793417944568088,False,False,-0.10992160701718821,-0.14918728660303968
hsa-miR-10b-5p + hsa-miR-137,0.5605299010998916,-0.8351367601832942,1.1006011410285483,False,False,0.1990005177951999,0.16634216252776315
hsa-miR-10b-5p + hsa-miR-124-3p,0.7523015021917367,-0.4106171237531866,0.8045379994995793,False,False,0.262336237223178,0.1742442493660653
hsa-miR-107 + hsa-miR-10a-5p,1.183537225317751,0.24310508328987332,0.13573339868658446,False,False,-0.058960820005815484,0.15687897146083085
hsa-miR-103a-3p + hsa-miR-93-5p,2.8422885771798523,1.5070530386520038,2.2001804355940835,False,False,-0.19375063987642815,-0.4737932456214248
hsa-miR-27b-3p + hsa-miR-93-5p,1.039290528630478,0.055599009029516755,0.11869187561013735,False,False,-0.004588079368189002,-0.2632568846137108
hsa-miR-19b-3p + hsa-miR-92a-3p,1.669790831263175,0.7396673927597133,0.42678204730939495,False,False,-0.033507677228474385,-0.36392787949287997
hsa-miR-27b-3p + hsa-miR-34a-5p,0.9799910268478839,-0.029159555436379596,0.03318671964885215,False,False,0.007769035759567111,-0.009826082460950347
hsa-miR-10b-5p + hsa-miR-27b-3p,1.6282624416319738,0.7033332504188304,0.7269015721417244,False,False,-0.04539898792532769,-0.35352821556912484
hsa-miR-10a-5p + hsa-miR-25-3p,1.5500393587292325,0.6323048489979377,0.9448157148741232,False,False,-0.10515705256612834,8.205415738182786e-05
hsa-miR-10a-5p + hsa-miR-19b-3p,1.2120176643373803,0.2774107252681497,0.13784510618606988,False,False,-0.014612694122388095,-0.40976236453858617
hsa-miR-106b-5p + hsa-miR-200a-3p,1.0091317032171103,0.013114474918576239,0.014808918555993965,False,False,-0.0017030151445517894,-0.2767536253156818
hsa-miR-124-3p + hsa-miR-196a-5p,0.9153281593634536,-0.1276390301689,0.19095914284694282,False,False,0.07370365389174482,0.19109217077833898
hsa-miR-10a-5p + hsa-miR-137,0.75253371040214,-0.4101718847882052,0.55742416154977,False,False,0.08346679683849789,0.16550295591728986
hsa-miR-10a-5p + hsa-miR-124-3p,1.1000578001226984,0.13757932898595576,0.12888301428369542,False,False,-0.07247067170900234,0.19310651231710824
hsa-miR-103a-3p + hsa-miR-92a-3p,3.151214501197761,1.6559079610459215,2.3236036071973456,False,False,-0.20406071605422926,-0.3514959718782462
hsa-miR-27a-3p + hsa-miR-93-5p,0.7229031004780512,-0.4681258167686096,0.588898922207944,False,False,0.046519131557112875,-0.33187058545596226
hsa-miR-19a-3p + hsa-miR-92a-3p,1.3616092174347432,0.4453127085160544,0.4798432960596754,False,False,-0.021924359262731972,-0.35427805434010695
hsa-miR-27a-3p + hsa-miR-34a-5p,1.0194127428842281,0.027738292474996797,0.03197591560683368,False,False,-0.007246048932951998,0.09171413015787978
hsa-miR-10a-5p + hsa-miR-27b-3p,1.7308140877805924,0.7914507685859175,1.0197566127670488,False,False,-0.04968050113296035,-0.24028610909837936
hsa-miR-103a-3p + hsa-miR-200a-3p,1.3552811769446629,0.43859219512223274,1.1176075815055704,False,False,-0.07836036460941367,-0.12526809063873864
hsa-miR-107 + hsa-miR-196a-5p,0.918053239298958,-0.12335027474998304,0.06680633575823383,False,False,0.03393791821852998,0.10284464486047386
hsa-miR-124-3p + hsa-miR-137,0.9181928741099035,-0.12313085922806172,0.062294472708616266,False,False,0.0709878557699597,0.15559524506307232
hsa-miR-103a-3p + hsa-miR-106b-5p,4.836339712131378,2.2739155853219684,2.2478384270208105,False,False,-0.23711220788082393,-0.5390222892557317
hsa-miR-103a-3p + hsa-miR-34b-5p,1.0657187116552547,0.09182669996296214,0.09596659300829492,False,False,-0.03338602111465572,0.17403329414796975
hsa-miR-25-3p + hsa-miR-93-5p,1.9963969046480772,0.9973985720995429,2.277902337868192,False,False,-0.1479015909260481,-0.12865194580830994
hsa-miR-18b-5p + hsa-miR-92a-3p,2.014218712989781,1.0102203462116008,1.464933025329988,False,False,-0.16691177292380702,-0.21855915139364215
hsa-miR-25-3p + hsa-miR-34a-5p,1.442415329493082,0.5284866344301251,0.4320263033439794,False,False,-0.1167089751679643,-0.1602955247603727
hsa-miR-20a-5p + hsa-miR-20b-5p,2.048156614403592,1.0343260367170857,1.0898473572512681,True,False,-0.09995006660341668,-0.42916585399980955
hsa-miR-18b-5p + hsa-miR-19a-3p,2.525749787291257,1.3367117260163186,1.8721895264931208,False,False,-0.20024190595182673,-0.370827015095723
hsa-miR-200a-3p + hsa-miR-93-5p,0.9037149931994671,-0.14606023676904706,0.24349461038886344,False,False,0.020051263761666854,-0.183756628758542
hsa-miR-106b-5p + hsa-miR-196a-5p,2.5154130153922507,1.33079530115909,1.0221192166336392,False,False,-0.13468197122942405,-0.4405530093721086
hsa-miR-107 + hsa-miR-137,0.6018507622984799,-0.7325223008984646,0.62164080484217,False,False,0.2515233732619819,0.1476960177435132
hsa-miR-107 + hsa-miR-124-3p,0.9839662957932096,-0.023319195709806947,0.03329460746176436,False,False,0.012983162295997497,0.18826522290938608
hsa-miR-106b-5p + hsa-miR-107,1.668582095564137,0.7386226700081369,0.38826563129822306,False,False,-0.15234508176108436,-0.20850466925272185
hsa-miR-106b-5p + hsa-miR-93-5p,1.1507541642547412,0.20257966327767496,0.28903285059664513,True,False,-0.015898889163523167,-0.4065549098433763
hsa-miR-103a-3p + hsa-miR-34a-5p,0.9450081063744813,-0.08160138991756416,0.07477192953505299,False,False,0.022142546167671917,0.09157506540619373
hsa-miR-20b-5p + hsa-miR-93-5p,0.9962771365898643,-0.005380979131366923,0.004375855940788396,True,False,0.0007298220987485005,-0.27459068153485544
hsa-miR-10b-5p + hsa-miR-92a-3p,1.03350701312492,0.047548178571018604,0.04677666994276086,False,False,-0.002676468820124428,-0.12730038124079393
hsa-miR-20b-5p + hsa-miR-34a-5p,1.8113635052910493,0.8570760960705519,0.9659324365773765,False,False,-0.17044107868167607,-0.20229187356662245
hsa-miR-25-3p + hsa-miR-27a-3p,1.1660415982888823,0.22161925729876975,0.36791363039332936,False,False,-0.042197840360280015,-0.11303494170835929
hsa-miR-19b-3p + hsa-miR-20b-5p,2.2999193316237077,1.2015832603403511,1.1563324982598457,False,False,-0.11038850955597511,-0.39818057803619444
hsa-miR-10b-5p + hsa-miR-19a-3p,1.1174483149990422,0.1602081044117466,0.12267489688245137,False,False,-0.00568933106677124,-0.4701103820209994
hsa-miR-200a-3p + hsa-miR-92a-3p,1.1819527075630878,0.24117231137909054,0.4575489820200822,False,False,-0.028971634308021382,-0.11228607962969014
hsa-miR-103a-3p + hsa-miR-196a-5p,1.299464843273067,0.3779176025506224,0.8633799772513634,False,False,-0.0688866342180306,-0.0791135083256794
hsa-miR-106b-5p + hsa-miR-137,0.5432915780815962,-0.8802014118650385,1.6252533480674785,False,True,0.21336820672326495,0.07186921102869054
hsa-miR-106b-5p + hsa-miR-124-3p,1.468141369717978,0.5539908943195738,0.922387408449456,False,False,-0.25405982010521155,-0.27144001375719107
hsa-miR-103a-3p + hsa-miR-107,1.204549822831932,0.2684940678528393,0.13718036335337178,True,False,-0.06456477097562119,0.1672531962142756
hsa-miR-106b-5p + hsa-miR-92a-3p,1.1907444401119622,0.2518638124083164,0.720230602622723,False,False,-0.014883064154536801,-0.29066542948169605
hsa-miR-103a-3p + hsa-miR-27b-3p,2.0887134480714677,1.0626145817287445,1.9799499931563616,False,False,-0.15580750760194448,-0.24409272788091632
hsa-miR-20a-5p + hsa-miR-93-5p,1.0722437117000896,0.10063285514278747,0.1987167129751225,True,False,-0.008176860006116796,-0.4068916638659882
