combination,ci,log2_ci,neglog10_p_nl,same_family,dual_positive,nl_synergy,cbca_improvement
hsa-miR-10a-5p + hsa-miR-92a-3p,1.2578269579735388,0.33093346113223493,0.4655804487215039,False,False,-0.01692182996185343,-0.2947878544805931
hsa-miR-20a-5p + hsa-miR-34a-5p,2.596527985068268,1.3765837747042118,1.2154057892727916,False,False,-0.23396341182349456,-0.24471726639398592
hsa-miR-20b-5p + hsa-miR-27a-3p,1.4566661650993893,0.5426702822481397,0.6876699812960799,False,False,-0.06122924067496385,-0.43308948507606704
hsa-miR-19a-3p + hsa-miR-20b-5p,2.998385674721841,1.5841859654145902,1.2804359358993216,False,False,-0.13017029361007543,-0.481974564960431
hsa-miR-10a-5p + hsa-miR-19a-3p,1.4729910409165523,0.5587486555845104,1.1018277344006215,False,False,-0.02169083525478982,-0.5343799653785691
hsa-miR-200a-3p + hsa-miR-34b-5p,0.7251055861470842,-0.46373700662931844,0.7642837526311963,False,False,0.20524986376835042,0.13888911805006943
hsa-miR-196a-5p + hsa-miR-93-5p,2.44733956447122,1.2912142869471475,1.038500608312685,False,False,-0.13220989426719698,-0.4023330366621425
hsa-miR-103a-3p + hsa-miR-137,0.5907821377244795,-0.7593018879550786,0.7103881872649404,False,False,0.20705269239105434,0.15833272669606183
hsa-miR-103a-3p + hsa-miR-124-3p,1.3086537286648843,0.3880834089525569,0.3030605140220777,False,False,-0.18792026757148106,0.18748475410451482
hsa-miR-107 + hsa-miR-93-5p,1.1463119147004692,0.19699965889687748,0.11096543126232261,False,False,-0.04852864468974427,0.07553002241742066
hsa-miR-106b-5p + hsa-miR-34b-5p,1.206461726639152,0.27078214873748263,0.3069254346187177,False,False,-0.09264974317583591,0.1563754325100738
hsa-miR-103a-3p + hsa-miR-27a-3p,2.4328656028729325,1.2826566246642541,1.992247928001539,False,False,-0.17605201286149436,-0.18759448953730803
hsa-miR-19b-3p + hsa-miR-93-5p,1.8667696257935114,0.9005438985162725,1.1544110064938868,False,False,-0.056349877667377604,-0.5332496979475891
hsa-miR-19b-3p + hsa-miR-34a-5p,2.244505342254037,1.166397530084705,1.1631639720738691,False,False,-0.21097963658227045,-0.17633990216288228
hsa-miR-20a-5p + hsa-miR-27a-3p,0.9065046671484616,-0.1416136471687758,0.4045198293890116,False,False,0.010920432024488239,-0.3545038118455579
hsa-miR-18b-5p + hsa-miR-20b-5p,1.2689544859426884,0.3436403244332838,0.6208550162795614,False,False,-0.07025782876874104,-0.11353404093130279
hsa-miR-200a-3p + hsa-miR-34a-5p,1.1044467473765285,0.14332385857735166,0.11845176753269986,False,False,-0.03598442418075709,0.07824092872510136
hsa-miR-196a-5p + hsa-miR-92a-3p,2.2566184871245905,1.1741625313973876,0.9836900457420046,False,False,-0.12448959610516334,-0.16383623406418765
hsa-miR-137 + hsa-miR-93-5p,0.6824360558685785,-0.5512342227789058,0.8315477057817257,False,False,0.11811168971354752,0.1429435409876076
hsa-miR-124-3p + hsa-miR-93-5p,0.6855447837963246,-0.54467718052328,1.105894345813882,False,False,0.3654683847461576,0.07143182068908854
hsa-miR-107 + hsa-miR-92a-3p,1.7841512597756934,0.835237931669447,0.42728679096939937,False,False,-0.16710500155918898,-0.03265229627963029
hsa-miR-106b-5p + hsa-miR-34a-5p,3.616552308193203,1.8546150183075747,1.3088571439971022,False,False,-0.2752954847856483,-0.31297058111770215
hsa-miR-103a-3p + hsa-miR-25-3p,0.985237914237561,-0.021455947734584174,0.039004738906513764,False,False,0.004478785502655902,-0.025214978436193608
hsa-miR-19a-3p + hsa-miR-93-5p,1.2928976423942629,0.37060806273090036,0.4959091365935518,False,False,-0.02749360899092128,-0.38044947301129306
hsa-miR-34a-5p + hsa-miR-34b-5p,0.869270888591746,-0.20212226453568144,0.2991760682500011,False,False,0.08142080416749509,0.1784448318845701
hsa-miR-19a-3p + hsa-miR-34a-5p,2.0198141398044887,1.0142225445023765,1.0440890005543677,False,False,-0.19212064637903842,-0.1940926428673785
hsa-miR-19b-3p + hsa-miR-27a-3p,1.3430233110671326,0.42548434606772395,1.276741702922028,False,False,-0.027043320555179884,-0.3838891328243961
hsa-miR-10b-5p + hsa-miR-20b-5p,1.397860864263523,0.48322076956419235,0.4909517480901961,False,False,-0.05558880607377903,-0.3317576647839824
hsa-miR-10b-5p + hsa-miR-18b-5p,1.248345653741136,0.32001745655047453,0.4639544680877529,False,False,-0.0659452756083655,-0.027076364838655304
hsa-miR-200a-3p + hsa-miR-27b-3p,1.4054363620431611,0.4910181301726936,0.8517092373695163,False,False,-0.05429078019008554,-0.2064800091207998
hsa-miR-196a-5p + hsa-miR-34b-5p,0.9959359230969129,-0.005875170268790956,0.0051882882874238895,False,False,0.0022092696867352934,0.173952073600969
hsa-miR-137 + hsa-miR-92a-3p,0.5425329200706265,-0.8822174141381918,2.9834216181066453,False,False,0.21402150368629963,-0.005223280952519893
hsa-miR-124-3p + hsa-miR-92a-3p,3.4791172843073386,1.79872131438077,1.6307435239434585,False,False,-0.5677469960480047,-0.20954698949733883
hsa-miR-107 + hsa-miR-34b-5p,1.4667294282446899,0.5526027574924901,0.6687784362117961,False,False,-0.17227941684939735,0.19710878405495477
hsa-miR-106b-5p + hsa-miR-27b-3p,1.1092937309542044,0.1496414286931032,0.21740290099842535,False,False,-0.011592528489849527,-0.3705722253234507
hsa-miR-103a-3p + hsa-miR-20b-5p,1.9652335217342014,0.9747007530084234,1.9211052533204969,False,False,-0.14681549325453516,-0.2584135851620464
hsa-miR-18b-5p + hsa-miR-93-5p,0.9656702940400783,-0.0503973968683073,0.09797691601296854,False,False,0.011784283694102171,-0.02100718481634034
hsa-miR-27b-3p + hsa-miR-34b-5p,0.7814258934770745,-0.35581903315636293,0.4646458337138083,False,False,0.15143599925944207,0.18516164078279096
hsa-miR-18b-5p + hsa-miR-34a-5p,1.3978296030593607,0.4831885053455699,0.6101298981142694,False,False,-0.10829471953523517,0.07315645953742597
hsa-miR-19a-3p + hsa-miR-27a-3p,1.0684963706788204,0.09558200765840714,0.10510402771762813,False,False,-0.006787571877445303,-0.34409303560901494
hsa-miR-10a-5p + hsa-miR-20b-5p,1.4651276470040557,0.551026362720807,0.599257826510464,False,False,-0.06200357944556839,-0.325765555425375
hsa-miR-10a-5p + hsa-miR-18b-5p,1.5741158232581796,0.6545416980833486,0.6554350928446645,False,False,-0.12089958482415963,-0.17263058672577566
hsa-miR-200a-3p + hsa-miR-27a-3p,1.4199338334731946,0.5058237041354825,0.8701312785141766,False,False,-0.05565796599486883,-0.30069070000595466
hsa-miR-196a-5p + hsa-miR-34a-5p,1.0636670800880679,0.08904666863648503,0.0753882140185532,False,False,-0.022775799577518963,0.0495655113114411
hsa-miR-137 + hsa-miR-34b-5p,0.7438222389324582,-0.42697021233415333,0.43478472461476797,False,False,0.18646206119455644,0.17077233720429102
hsa-miR-124-3p + hsa-miR-34b-5p,0.6243675813526336,-0.6795324637790635,1.614842620987528,False,True,0.47934650205209206,0.18613382818913365
hsa-miR-107 + hsa-miR-34a-5p,1.2623963608194644,0.33616495153238746,0.3131471731781758,False,False,-0.07909089529494773,0.17414296484340774
hsa-miR-106b-5p + hsa-miR-27a-3p,0.9836758672765747,-0.02374508593678906,0.0398727301131601,False,False,0.001757106286208704,-0.3832108896159123
hsa-miR-103a-3p + hsa-miR-20a-5p,2.762087605365184,1.4657590784017416,2.038883641335482,False,False,-0.1906969307440004,-0.4021145446970871
hsa-miR-10b-5p + hsa-miR-93-5p,0.9075751289613257,-0.13991102071161568,0.1300378673239569,False,False,0.012359084077717714,-0.3504693580837863
hsa-miR-27a-3p + hsa-miR-34b-5p,0.7395374094755927,-0.43530496703583926,0.7226147114510859,False,False,0.19067924420589666,0.1841440269660516
hsa-miR-10b-5p + hsa-miR-34a-5p,1.0738372084876384,0.10277530029844965,0.1135299639061542,False,False,-0.02616382521194066,0.0847424681005656
hsa-miR-18b-5p + hsa-miR-27a-3p,1.0814479078603092,0.11296417396231236,0.13696431136382722,False,False,-0.024965272205070665,-0.09773492973385198
hsa-miR-200a-3p + hsa-miR-25-3p,1.310644605303652,0.39027653706602117,1.4377048703970883,False,False,-0.07023704560034374,0.016000152258361322
hsa-miR-196a-5p + hsa-miR-27b-3p,1.6877060135439514,0.7550636186537752,0.7604324008819632,False,False,-0.09109484036114812,-0.2238539117142838
hsa-miR-137 + hsa-miR-34a-5p,0.5620248961025343,-0.8312940557434194,0.6565319790312463,False,False,0.2965229338252893,0.1293930216751732
hsa-miR-124-3p + hsa-miR-34a-5p,0.7831648255405838,-0.3526121245802442,0.4288728335668452,False,False,0.2205989298731249,0.19064464856820873
hsa-miR-107 + hsa-miR-27b-3p,1.2061745224379372,0.27043866713810705,0.14953011690156232,False,False,-0.06498993786088303,0.12966034096920986
hsa-miR-106b-5p + hsa-miR-25-3p,1.7107414211748715,0.7746217127317198,1.9126320121919558,False,False,-0.12311603466043017,-0.09792610224913598
hsa-miR-103a-3p + hsa-miR-19b-3p,3.1338211262108295,1.6479228353008288,2.402737945775626,False,False,-0.2035342318502848,-0.3193633221902765
hsa-miR-10a-5p + hsa-miR-93-5p,0.9518037073617465,-0.0712640209500103,0.04000252643228638,False,False,0.00614534487044574,-0.3627973636716515
hsa-miR-25-3p + hsa-miR-34b-5p,1.7076955303393073,0.772050775880298,0.8550342841822718,False,False,-0.22436454282720658,0.1401279085179477
hsa-miR-10a-5p + hsa-miR-34a-5p,0.9346828638817862,-0.09745115054581059,0.1358519084939098,False,False,0.026590547038694567,0.06938747393931971
hsa-miR-10b-5p + hsa-miR-27a-3p,2.095414737067014,1.0672358190523177,2.1464654678255704,False,False,-0.05535138823193126,-0.4403951384988759
hsa-miR-19b-3p + hsa-miR-20a-5p,1.0250758312499262,0.03573063882492866,0.013748346612376195,False,False,-0.0022898097013278468,-0.4088783137134375
hsa-miR-10a-5p + hsa-miR-10b-5p,0.8823151991563222,-0.1806339572170061,0.2022141857678151,True,False,0.009009902318816168,-0.3147936941013796
hsa-miR-200a-3p + hsa-miR-20b-5p,0.7324317051823706,-0.4492338516503155,0.7228688093333412,False,False,0.07134895000285094,-0.13966114624917855
hsa-miR-196a-5p + hsa-miR-27a-3p,1.3874218227207498,0.4724064819848269,0.48729946717999256,False,False,-0.062425684597460035,-0.2465960288696364
hsa-miR-137 + hsa-miR-27b-3p,0.4195161606176113,-1.2532017075981585,1.72397590836637,False,True,0.3512085643621544,0.09802198024129886
hsa-miR-124-3p + hsa-miR-27b-3p,0.8965841416616387,-0.1574891129518543,0.32526345563512515,False,False,0.09190156966778484,0.1763328166771831
hsa-miR-107 + hsa-miR-27a-3p,1.149616219765314,0.20115232182255927,0.10194630948295466,False,False,-0.04948198009498672,0.11778513070839168
hsa-miR-106b-5p + hsa-miR-20b-5p,1.3718443136302425,0.4561167638007164,0.590061079545109,True,False,-0.05293907979409784,-0.32911923343829985
hsa-miR-103a-3p + hsa-miR-19a-3p,3.293856669003953,1.719777778070892,2.0142095317894078,False,False,-0.20816860716254837,-0.40687518121500843
hsa-miR-20b-5p + hsa-miR-34b-5p,1.0823992224154373,0.11423270801005574,0.12813788140451285,False,False,-0.04121486252893092,0.15521821508518063
hsa-miR-10a-5p + hsa-miR-27a-3p,1.626738363049787,0.7019822333806978,1.1904264280919985,False,False,-0.0407932683669955,-0.4102491399110808
hsa-miR-19a-3p + hsa-miR-20a-5p,0.9859414480375561,-0.020426122862354283,0.010105073719753959,False,False,0.0013347179854134583,-0.42661110549765147
